"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BSXAXPE5","journalArticle","2004","Gaudzinski, S.","A Matter of High Resolution? The Eemian Interglacial (OIS5e) in North-central Europe and Middle Palaeolithic Subsistence","International Journal of Osteoarchaeology","","","","","","2004","2015-11-10 07:14:39","2015-11-10 07:14:39","","201–211","","","14","","","A Matter of High Resolution? The Eemian Interglacial (OIS5e) in North-central Europe and Middle Palaeolithic Subsistence","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IW2VW5D","journalArticle","2000","Gaudzinski, S.","On the Variability of Middle Palaeolithic Procurement Tactics: The Case of Salzgitter Lebenstedt, Northern Germany","International Journal of Osteoarchaeology","","","","","","2000","2015-11-10 07:14:39","2015-11-10 07:14:39","","396–406","","","10","","","On the Variability of Middle Palaeolithic Procurement Tactics: The Case of Salzgitter Lebenstedt, Northern Germany","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MR74TNIC","book","2009","Gatsov, Ivan","Prehistoric Chipped Stone Assemblages from Eastern Thrace and the South Marmara Region 7th-5th Mill. B.C.","","","","","","","2009","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Prehistoric Chipped Stone Assemblages from Eastern Thrace and the South Marmara Region 7th-5th Mill. B.C.","BAR International Series","1904","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZQQ6HRD","book","2006","Gatsov, Ivan; Schwarzberg, Heiner","Aegean - Marmara - Black Sea : The Present State of Research on the Early Neolithic. Proceedings of the Session Held at the EAA 8th Annual Meeting at Thessaloniki, 28th September 2002","","","","","","","2006","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Aegean - Marmara - Black Sea : The Present State of Research on the Early Neolithic. Proceedings of the Session Held at the EAA 8th Annual Meeting at Thessaloniki, 28th September 2002","ZAKSSchriften","5","","","","Langenweißbach","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIJMUKUT","bookSection","2009","Gatsov, Ivan; Nedelcheva, Petranka","Lithic Production of the Earliest Neolithic on the Territory of Bulgaria","Early Neolithic Sites on the Territory of Bulgaria, The First Neolithic Sites in Central/South-East European Transect 1 = BAR International Series 2048","","","","","","2009","2015-11-10 07:14:39","2015-11-10 07:14:39","","45–55","","","","","","Lithic Production of the Earliest Neolithic on the Territory of Bulgaria","","","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","Gatsov, I.; Boyadzhiev, Y. D.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9C437V9","book","2009","Gatsov, Ivan; Boyadzhiev, Yavor","Early Neolithic Sites on the Territory of Bulgaria","","","","","","","2009","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Early Neolithic Sites on the Territory of Bulgaria","The First Neolithic Sites in Central/South-East European Transect 1 = BAR International Series 2048","","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","","K., Kozlowski J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7G3JPF76","book","2009","Gatsov, I.","Prehistoric Chipped Stone Assemblages from Eastern Thrace and the South Marmara Region 7th-5th Mill. B.C.","","","","","","","2009","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Prehistoric Chipped Stone Assemblages from Eastern Thrace and the South Marmara Region 7th-5th Mill. B.C.","BAR International Series","1904","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMZVDRVT","journalArticle","2006","Gatsov, I.","Systems of Raw Material Procurement and Supply in Upper and Eastern Thrace and South Marmara Region - VII and VI Mill BC","Analele Banatului Arheologie-Istorie","","","","","","2006","2015-11-10 07:14:39","2015-11-10 07:14:39","","43–52","","","14","","","Systems of Raw Material Procurement and Supply in Upper and Eastern Thrace and South Marmara Region - VII and VI Mill BC","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CW6EWB7Z","journalArticle","2003","Gatsov, I.","The Latest Results from the Technological and Typological Analysis of Chipped Stone Assemblages from Ilpinar, Pendik, Fikir Tepe and Menteşe, NW Turkey","Documenta Praehistorica","","","","","","2003","2015-11-10 07:14:39","2015-11-10 07:14:39","","153–158","","","30","","","The Latest Results from the Technological and Typological Analysis of Chipped Stone Assemblages from Ilpinar, Pendik, Fikir Tepe and Menteşe, NW Turkey","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QP3MZ69G","book","2006","Gatsov, I.; Schwarzberg, H.","Aegean – Marmara – Black Sea: The Present State of Research on the Early Neolithic. Proceedings of the Session Held at the EAA 8th Annual Meeting at Thessaloniki, 28th September 2002.","","","","","","","2006","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Aegean – Marmara – Black Sea: The Present State of Research on the Early Neolithic. Proceedings of the Session Held at the EAA 8th Annual Meeting at Thessaloniki, 28th September 2002.","Schriften des Zentrums für Archäologie und Kulturgeschichte des Schwarzmeerraumes","5","","","","Langenweissbach","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QS37DP8U","journalArticle","2011","Gatsov, I.; Nedelcheva, P.","Neolithic Chipped Stone Assemblages in Northwestern Anatolia, Turkey","Eurasian Prehistory","","","","","","2011","2015-11-10 07:14:39","2015-11-10 07:14:39","","89–95","","1-2","8","","","Neolithic Chipped Stone Assemblages in Northwestern Anatolia, Turkey","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SA2N5T55","journalArticle","2011","Gatsov, I.; Boyadzhiev, Y.","Specific Target Research Project on the Formation of Europe: Prehistoric Population Dynamics and the Roots of Socio-Cultural Diversity. The First Neolithic Sites in Central/South-East European Transect. Vol. I. Early Neolithic Sites on the Territory of Bulgaria","PZ","","","","","","2011","2015-11-10 07:14:39","2015-11-10 07:14:39","","138-140","","","86","","","Specific Target Research Project on the Formation of Europe: Prehistoric Population Dynamics and the Roots of Socio-Cultural Diversity. The First Neolithic Sites in Central/South-East European Transect. Vol. I. Early Neolithic Sites on the Territory of Bulgaria","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J48UV7GT","book","2009","Gatsov, I.; Boyadzhiev, Y.","The First Neolithic Sites in Central/South-East European Transect Volume I: Early Neolithic Sites on the Territory of Bulgaria","","","","","","","2009","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","The First Neolithic Sites in Central/South-East European Transect Volume I: Early Neolithic Sites on the Territory of Bulgaria","","","","","","Kraków","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUWG6GPR","journalArticle","1997","Gates, Marie-Henriette","Archaeology in Turkey","AJA","","","","","","1997","2015-11-10 07:14:39","2015-11-10 07:14:39","","241–305","","2","101","","","Archaeology in Turkey","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5D9FD6TD","journalArticle","1996","Gates, Marie-Henriette","Archaeology in Turkey","AJA","","","","","","1996","2015-11-10 07:14:39","2015-11-10 07:14:39","","277–335","","2","100","","","Archaeology in Turkey","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BH6M86W5","book","2001","Garkuša, Ju N.; Molodin, Vjačeslav Ivanovič; Parzinger, Hermann; Institut archeologii i ėtnografii; Deutsches Archäologisches Institut. Eurasien-Abteilung","Čiča : gorodišče perechodnogo ot bronzy k železu vremeni v Barabinskoj lesostepi ; pervye rezul'taty issledovanij","","5-7803-0071-2","","","","","2001","2015-11-10 07:14:39","2015-11-10 07:14:39","","","237 S.","","","","","Čiča : gorodišče perechodnogo ot bronzy k železu vremeni v Barabinskoj lesostepi ; pervye rezul'taty issledovanij","Materialy po archeologii Sibiri = Materialien zur Archäologie Sibiriens","1","","","Institut archeologii i ėtnografii SO RAN","Novosibirsk","","","","","000051085","","","","","","","Bronzezeit; Čiča; Eisenzeit; ERC-Project.enl; Sibirien; Siedlung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73XZ422D","journalArticle","1999","Gargett, R. H.","Middle Palaeolithic Burial is not a Dead Issue: The View from Qafzeh, Saint-Césaire, Kebara, Amud, and Dederiyeh","Journal of Human Evolution","","","","","","1999","2015-11-10 07:14:39","2015-11-10 07:14:39","","27–90","","","37","","","Middle Palaeolithic Burial is not a Dead Issue: The View from Qafzeh, Saint-Césaire, Kebara, Amud, and Dederiyeh","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEQFUHXJ","journalArticle","2013","Garfinkel, Yosef; Klimscha, Florian; Shalev, Sariel; Rosenberg, Danny","The Beginning of Metallurgy in the Southern Levant: A Late 6th Millennium CalBC Copper Awl from Tel Tsaf, Israel","Plos One","","","","","","2013","2015-11-10 07:14:39","2015-11-10 07:14:39","","1–6","","3","9","","","The Beginning of Metallurgy in the Southern Levant: A Late 6th Millennium CalBC Copper Awl from Tel Tsaf, Israel","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7FSI4ZZ9","bookSection","2007","Garfinkel, Y.","The Pre-Pottery Neolithic B Naviform Industry of Yiftahel","Technical Systems and Near Eastern PPN Communities","","","","","","2007","2015-11-10 07:14:39","2015-11-10 07:14:39","","203–213","","","","","","The Pre-Pottery Neolithic B Naviform Industry of Yiftahel","","","","","","Antibes","","","","","","","","","","","","ERC-Project.enl","","Astruc, L.; Binder, D.; Briois, F.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6DCZU74","journalArticle","2003","Garfinkel, Y.","The Earliest Dancing Scenes in the Near East","Near Eastern Archaeology","","","","","","2003","2015-11-10 07:14:39","2015-11-10 07:14:39","","84–95","","3","66","","","The Earliest Dancing Scenes in the Near East","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JP8MXFXT","book","2003","Garfinkel, Y.","Dancing at the Dawn of Agriculture","","","","","","","2003","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Dancing at the Dawn of Agriculture","","","","","","Austin","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6D2ANH5","journalArticle","1994","Garfinkel, Y.","Ritual Burial of Cultic Objects: The Earliest Evidence","CambrAJ","","","","","","1994","2015-11-10 07:14:39","2015-11-10 07:14:39","","159–188","","2","4","","","Ritual Burial of Cultic Objects: The Earliest Evidence","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFFIC63N","journalArticle","1987","Garfinkel, Y.","Burnt Lime Products and Social Implications in the Pre-Pottery Neolithic B Villages of the Near East","Paléorient","","","","","","1987","2015-11-10 07:14:39","2015-11-10 07:14:39","","69–76","","1","13","","","Burnt Lime Products and Social Implications in the Pre-Pottery Neolithic B Villages of the Near East","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQFPG6Q3","journalArticle","1986","Garfinkel, Y.; Yellin, J.","The Source of Archaeological Obsidian from a Pre-Pottery Neolithic B Site at Yiftahel, Israel","Paléorient","","","","","","1986","2015-11-10 07:14:39","2015-11-10 07:14:39","","99–104","","2","12","","","The Source of Archaeological Obsidian from a Pre-Pottery Neolithic B Site at Yiftahel, Israel","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6U6G7PRE","journalArticle","1886","Gardner, Ernest A.","Excavations at Naukratis","The American Journal of Archaeology and of the History of the Fine Arts","","","","","","1886","2015-11-10 07:14:39","2015-11-10 07:14:39","","180 f.","","2","2","","","Excavations at Naukratis","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PC7MBM7J","journalArticle","2013","Garcia Sanjuan, Leonardo; Luciañez Triviño, Miriam; Schuhmacher, Thomas; Wheatley, David; Banerjee, Arun","Ivory Craftsmanship, Trade and Social Significance in the Southern Iberian Copper Age: The Evidence from the PP4-Montelirio Sector of Valencina de la Concepción (Seville, Spain)","European Journal of Archaeology","","","","","","2013","2015-11-10 07:14:39","2015-11-10 07:14:39","","610–635","","4","16","","","Ivory Craftsmanship, Trade and Social Significance in the Southern Iberian Copper Age: The Evidence from the PP4-Montelirio Sector of Valencina de la Concepción (Seville, Spain)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECK3T8ZV","journalArticle","2015","García-Martínez de Lagrán, I.; Iriarte, Eneko; García-Gazólaz, Jesús; Tejedor-Rodríguez, Cristina; Gibaja-Bao, Juan Francisco; Moreno-García, Marta; Pérez-Jordá, Guillem; Ruiz-Alonso, M.; Sesma-Sesma, Jesús; Garrido-Pena, Rafael; Carrancho-Alonso, Angel; Peña-Chocarro, Leonor; Rojo-Guerra, Manuel A.","8.2 ka BP Paleoclimatic Event and the Ebro Valley Mesolithic Groups: Preliminary Data from Artusia Rock Shelter (Unzué, Navarra, Spain)","Quaternary International","","","","","","2015","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","(im Druck)","","","8.2 ka BP Paleoclimatic Event and the Ebro Valley Mesolithic Groups: Preliminary Data from Artusia Rock Shelter (Unzué, Navarra, Spain)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8URTAKW","journalArticle","2004","Garate, Diego; Laval, Éric; Menu, Michel","Étude de la matière colorante de la grotte d’Arenaza (Galdames, Pays Basque, Espagne). The Pictorial Materials of the Arenaza Cave (Galdames, Basque Country, Spain)","L’Anthropologie","","","","","","2004","2015-11-10 07:14:39","2015-11-10 07:14:39","","251–289","","","108","","","Étude de la matière colorante de la grotte d’Arenaza (Galdames, Pays Basque, Espagne). The Pictorial Materials of the Arenaza Cave (Galdames, Basque Country, Spain)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDS7SEHE","journalArticle","1985","Garašanin, M","Chronologische und kulturhistorische Probleme südthrakischer und südmakedonischer Wohnhügel","PZ","","","","","","1985","2015-11-10 07:14:39","2015-11-10 07:14:39","","3–15","","","59","","","Chronologische und kulturhistorische Probleme südthrakischer und südmakedonischer Wohnhügel","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D474D43Z","bookSection","1982","Garašanin, M","The Bronze Age in the Central Balkan Area","The Prehistory of the Balkans, and the Middle East and the Aegean World, Tenth to Eighth Centuries B.C.","","","","","","1982","2015-11-10 07:14:39","2015-11-10 07:14:39","","163-186","","","","","","The Bronze Age in the Central Balkan Area","The Cambridge Ancient History","3, 1 2. ed.","","","","Cambridge","","","","","","","","","","","","ERC-Project.enl","","Baordman, John; Edwards, Iorwerth E.; Hammond, N. G. L.; Sollberger, E.","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WANU789W","journalArticle","2001","Garašanin, M.; Radovanovič, I.","A Pot in House 54 at Lepenski Vir I","Antiquity","","","","","","2001","2015-11-10 07:14:39","2015-11-10 07:14:39","","118–125","","","75","","","A Pot in House 54 at Lepenski Vir I","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDZIRI2M","journalArticle","2002","Gao, X.; Norton, C. J.","A Critique of the Chinese 'Middle Paleolithic'","Antiquity","","","","","","2002","2015-11-10 07:14:39","2015-11-10 07:14:39","","397–412","","","76","","","A Critique of the Chinese 'Middle Paleolithic'","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EISXZ5ET","journalArticle","2005","Gangestad, S. W.; Scheyd, G. J.","The Evolution of Human Physical Attractiveness","Annual Review of Anthropolgy","","","","","","2005","2015-11-10 07:14:39","2015-11-10 07:14:39","","523–548","","","34","","","The Evolution of Human Physical Attractiveness","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FT3ZJJ36","book","2007","Gamble, C.","Origins and Revolutions. Human Identity in Earliest Prehistory","","","","","","","2007","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Origins and Revolutions. Human Identity in Earliest Prehistory","","","","","","Cambridge","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SN6F7ZEX","journalArticle","2001","Gamble, C.","Modes, Movement and Moderns","Quaternary International","","","","","","2001","2015-11-10 07:14:39","2015-11-10 07:14:39","","5–10","","","75","","","Modes, Movement and Moderns","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTW336P8","book","2001","Gamble, C.","Archaeology: The Basics","","","","","","","2001","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Archaeology: The Basics","","","","","","New York","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KAQCNRN","journalArticle","1999","Gamble, C.","Gibraltar and the Neanderthals 1848-1998","Journal of Human Evolution","","","","","","1999","2015-11-10 07:14:39","2015-11-10 07:14:39","","239–243","","","36","","","Gibraltar and the Neanderthals 1848-1998","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQPX38U2","journalArticle","1998","Gamble, C.","Palaeolithic Society and the Release from Proximity: A Network Approach to Intimate Relations","WorldA","","","","","","1998","2015-11-10 07:14:39","2015-11-10 07:14:39","","426–449","","3","29","","","Palaeolithic Society and the Release from Proximity: A Network Approach to Intimate Relations","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBFQ4WXW","book","2005","Gamble, C.; Porr, M.","The Hominid Individual in Context. Archaeological Investigations of Lower and Middle Palaeolithic Landscapes, Locales and Artefacts","","","","","","","2005","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","The Hominid Individual in Context. Archaeological Investigations of Lower and Middle Palaeolithic Landscapes, Locales and Artefacts","","","","","","London","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2TPNIEF","book","2001","Gambaschidze, Irine; Hauptmann, Andreas; Slotta, Rainer; Yalçin, Ünsal","Georgien. Schätze aus dem Land des Goldenen Vlies. Ausstellungskatalog Bochum","","","","","","","2001","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Georgien. Schätze aus dem Land des Goldenen Vlies. Ausstellungskatalog Bochum","Veröffentlichungen aus dem Deutschen Bergbau-Museum Bochum","100","","","","Bochum","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67SVB5RR","journalArticle","2013","Galil, Edhud; Zemer, Avshalom; Rosen, Baruch","Ancient Fishing Gear and Associated Artifacts from Underwater Explorations in Israel - A Comparative Study","Archaeofauna","","","","","","2013","2015-11-10 07:14:39","2015-11-10 07:14:39","","145–166","","","22","","","Ancient Fishing Gear and Associated Artifacts from Underwater Explorations in Israel - A Comparative Study","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5PXSAFT","bookSection","2011","Galik, Alfred; Horejs, Barbara","Çukuriçi Höyük – Different Aspects of its Earliest Settlement Phase","Beginnings. New Approaches in Researching the Appearing of the Neolithic between Northwestern Anatolia and the Carpathian Basin. Workshop held at Istanbul Department of the German Archaeological Institute, April 8th-9th 2009","9783867573818 (pbk.)","","","","","2011","2015-11-10 07:14:39","2015-11-10 07:14:39","","83–94","","","Menschen – Kulturen – Traditionen. Studien aus den Forschungsclustern des Deutschen Archäologischen Instituts 1","","","Çukuriçi Höyük – Different Aspects of its Earliest Settlement Phase","","","","","VML Verlag Marie Leidorf","Rahden/Westf.","","","","","","","","","","","","ERC-Project.enl","","Krauß, Raiko","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JACSZ76F","journalArticle","2012","Galik, A.; Horejs, B.; Nessel, B.","Der nächtliche Jäger als Beute. Studien zur prähistorischen Leopardenjagd","Prähistorische Zeitschrift","","","","","","2012","2015-11-10 07:14:39","2015-11-10 07:14:39","","261–307","","2","87","","","Der nächtliche Jäger als Beute. Studien zur prähistorischen Leopardenjagd","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPSNVVMC","journalArticle","1991","Gale, N. H.","Metals and Metallurgy in the Chalcolithic Period","BASOR","","","","","","1991","2015-11-10 07:14:39","2015-11-10 07:14:39","","37–61","","","282/283","","","Metals and Metallurgy in the Chalcolithic Period","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TAMIQRV","journalArticle","1986","Gale, N. H.; Stos-Gale, Z.A.","Oxhide Copper Ingots in Crete and the Bronze Age Metals Trade","BSA","","","","","","1986","2015-11-10 07:14:39","2015-11-10 07:14:39","","81-100","","","81","","","Oxhide Copper Ingots in Crete and the Bronze Age Metals Trade","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGH7UN2P","journalArticle","1985","Gale, N. H.; Stos-Gale, Z. A.; Gilmore, G. R.","Alloy Types and Copper Sources of Anatolian Copper Alloy Artifacts","AnSt","","","","","","1985","2015-11-10 07:14:39","2015-11-10 07:14:39","","143–173","","","35","","","Alloy Types and Copper Sources of Anatolian Copper Alloy Artifacts","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42DEGFTG","journalArticle","1987","Gale, F.; Jacobs, J.","Aboriginal Art - Australia's Neglected Inheritance","WorldA","","","","","","1987","2015-11-10 07:14:39","2015-11-10 07:14:39","","226–235","","2","19","","","Aboriginal Art - Australia's Neglected Inheritance","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4I6GGRT","journalArticle","1991","Galdikas, B. M. F.","On the Comparison of Primate Social Systems","Current Anthropology","","","","","","1991","2015-11-10 07:14:39","2015-11-10 07:14:39","","587","","5","32","","","On the Comparison of Primate Social Systems","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9T2NEWRF","journalArticle","2005","Galaty, M. L.","European Regional Studies: A Coming of Age?","Journal of Archaeological Research","","","","","","2005","2015-11-10 07:14:39","2015-11-10 07:14:39","","291–336","","4","13","","","European Regional Studies: A Coming of Age?","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CSRQSI29","book","2004","Galaty, M. L.; Watkinson, C.","Archaelogy Under Dictatorship","","","","","","","2004","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","Archaelogy Under Dictatorship","","","","","","New York","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBXR6ZVQ","book","1997","Galanina, Ljudmila Konstantinovna; Deutsches Archäologisches Institut. Eurasien-Abteilung; Ivančik, Askold Igorevič; Parzinger, Hermann","Die Kurgane von Kelermes : ""Königsgräber"" der frühskythischen Zeit = Kelermesskie kurgany : ""Carskie"" pogrebeniâ ranneskifskoj èpohi","","5-89526-001-2","","","","","1997","2015-11-10 07:14:39","2015-11-10 07:14:39","","","269 p., 44 p. of plates","","","","","Die Kurgane von Kelermes : ""Königsgräber"" der frühskythischen Zeit = Kelermesskie kurgany : ""Carskie"" pogrebeniâ ranneskifskoj èpohi","Steppenvölker Eurasiens","Bd 1","","","Institut für allgemeine Geschichte der Russischen Akademie der Wissenschaften, Zentrum für Erforschung Studien der alten Zivilisationen","Moskau","German and Russian.","","","","000040984","","","","","","","ERC-Project.enl; Europäische GUS-Staaten (mit Baltischen- und Kaukasus-Staaten); Skythen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4FISVGW","book","2003","Galanidou, Nena; Perles, Catherine","The Greek Mesolithic. Problems and Perspectives","","","","","","","2003","2015-11-10 07:14:39","2015-11-10 07:14:39","","","","","","","","The Greek Mesolithic. Problems and Perspectives","British School at Athens Studies","10","","","","London","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
